;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
1349;20250311.063;0;0;KJM008-2620;OP23
1348;20250306.102;0;0;EIM000-2520;OP23
1347;20250306.101;0;0;EIM000-2520;OP23
1346;20250306.100;0;0;EIM000-2520;OP23
1345;20250306.099;0;0;EIM000-2520;OP23
1344;20250306.098;0;0;EIM000-2520;OP23
1343;20250306.097;0;0;EIM000-2520;OP23
1342;20250306.096;0;0;EIM000-2520;OP23
1341;20250306.095;0;0;EIM000-2520;OP23
1340;20250306.092;0;0;EIM000-2520;OP23
1339;20250306.091;0;0;EIM000-2520;OP23
1338;20250306.090;0;0;EIM000-2520;OP23
1337;20250306.089;0;0;EIM000-2520;OP23
1336;20250306.087;0;0;EIM000-2520;OP23
1335;20250306.086;0;0;EIM000-2520;OP23
1334;20250306.085;0;0;EIM000-2520;OP23
1333;20250306.084;0;0;EIM000-2520;OP23
1332;20250306.082;0;0;EIM000-2520;OP23
1331;20250306.081;0;0;EIM000-2520;OP23
1330;20250306.080;0;0;EIM000-2520;OP23
1329;20250306.079;0;0;EIM000-2520;OP23
1328;20250306.078;0;0;EIM000-2520;OP23
1327;20250306.075;0;0;EIM000-2520;OP23
1326;20250306.073;0;0;EIM000-2520;OP23
1325;20250306.072;0;0;EIM000-2520;OP23
1324;20250306.071;0;0;EIM000-2520;OP23
1323;20250306.070;0;0;EIM000-2520;OP23
1322;20250306.069;0;0;EIM000-2520;OP23
1321;20250306.068;0;0;EIM000-2520;OP23
1320;20250306.067;0;0;EIM000-2520;OP23
1319;20250306.065;0;0;EIM000-2520;OP23
1318;20250306.063;0;0;EIM000-2620;OP23
1317;20250306.062;0;0;EIM000-2620;OP23
1316;20250306.061;0;0;EIM000-2620;OP23
1315;20250306.060;0;0;EIM000-2620;OP23
1314;20250306.059;0;0;EIM000-2620;OP23
1313;20250306.058;0;0;EIM000-2620;OP23
1312;20250306.057;0;0;EIM000-2620;OP23
1311;20250306.056;0;0;EIM000-2620;OP23
1310;20250306.055;0;0;EIM000-2620;OP23
1309;20250306.054;0;0;EIM000-2620;OP23
1308;20250306.052;0;0;EIM000-2620;OP23
1307;20250306.051;0;0;EIM000-2620;OP23
1306;20250306.050;0;0;EIM000-2620;OP23
1305;20250306.049;0;0;EIM000-2620;OP23
1304;20250306.048;0;0;EIM000-2620;OP23
1303;20250306.047;0;0;EIM000-2620;OP23
1302;20250306.046;0;0;EIM000-2620;OP23
1301;20250306.044;0;0;EIM000-2620;OP23
1300;20250306.043;0;0;EIM000-2620;OP23
1299;20250306.042;0;0;EIM000-2620;OP23
1298;20250306.040;0;0;EIM000-2620;OP23
1297;20250306.039;0;0;EIM000-2520;OP23
1296;20250306.038;0;0;EIM000-2520;OP23
1295;20250306.037;0;0;EIM000-2520;OP23
1294;20250306.036;0;0;EIM000-2520;OP23
1293;20250306.034;0;0;EIM000-2520;OP23
1292;20250306.033;0;0;EIM000-2520;OP23
1291;20250306.032;0;0;EIM000-2520;OP23
1290;20250306.031;0;0;EIM000-2520;OP23
1289;20250306.029;0;0;EIM000-2520;OP23
1288;20250306.028;0;0;EIM000-2520;OP23
1287;20250306.027;0;0;EIM000-2520;OP23
1286;20250306.025;0;0;EIM000-2520;OP23
1285;20250306.024;0;0;EIM000-2520;OP23
1274;20250305.081;0;0;KJM008-2520;OP23
1273;20250305.079;0;0;KJM008-2520;OP23
1272;20250305.077;0;0;KJM008-2520;OP23
1271;20250305.075;0;0;KJM008-2520;OP23
1270;20250305.074;0;0;KJM008-2520;OP23
1269;20250305.071;0;0;KJM008-2620;OP23
1268;20250305.070;0;0;KJM008-2620;OP23
1267;20250305.068;0;0;KJM008-2620;OP23
1266;20250305.066;0;0;KJM008-2620;OP23
1265;20250305.062;0;0;KJM008-2620;OP23
1264;20250305.061;0;0;KJM008-2620;OP23
1263;20250305.059;0;0;KJM008-2620;OP23
1262;20250305.057;0;0;KJM008-2620;OP23
1261;20250305.056;0;0;KJM008-2620;OP23
1260;20250305.054;0;0;KJM008-2620;OP23
1259;20250305.052;0;0;KJM008-2620;OP23
1258;20250305.051;0;0;KJM008-2620;OP23
1257;20250305.028;0;0;EIM000-2620;OP23
1256;20250305.027;0;0;EIM000-2620;OP23
1255;20250305.026;0;0;EIM000-2620;OP23
1254;20250305.025;0;0;EIM000-2620;OP23
1253;20250305.024;0;0;EIM000-2620;OP23
1252;20250305.023;0;0;EIM000-2620;OP23
1251;20250305.022;0;0;EIM000-2620;OP23
1250;20250305.021;0;0;EIM000-2620;OP23
1249;20250305.020;0;0;EIM000-2620;OP23
1248;20250305.019;0;0;EIM000-2620;OP23
1247;20250305.017;0;0;EIM000-2620;OP23
1246;20250305.016;0;0;EIM000-2620;OP23
1245;20250305.015;0;0;EIM000-2620;OP23
1244;20250305.012;0;0;EIM000-2620;OP23
1243;20250305.011;0;0;EIM000-2620;OP23
1242;20250305.009;0;0;EIM000-2620;OP23
1241;20250305.006;0;0;EIM000-2620;OP23
1220;20250304.054;0;0;FMM002-2520;OP23
1219;20250304.052;0;0;FMM002-2520;OP23
1218;20250304.051;0;0;FMM002-2520;OP23
1217;20250304.049;0;0;FMM002-2520;OP23
1216;20250304.048;0;0;FMM002-2520;OP23
1215;20250304.046;0;0;FMM002-2620;OP23
1214;20250304.041;0;0;FMM002-2620;OP23
1213;20250304.040;0;0;FMM002-2620;OP23
1212;20250304.039;0;0;FMM002-2520;OP23
1211;20250304.035;0;0;FMM002-2520;OP23
1210;20250304.033;0;0;FMM002-2520;OP23
1209;20250304.032;0;0;FMM002-2520;OP23
1208;20250304.009;0;0;EJM008-2520;OP23
1207;20250304.007;0;0;EJM008-2520;OP23
1206;20250227.080;0;0;KJM008-2620;OP23
1205;20250227.065;0;0;KJM008-2620;OP23
1204;20250227.057;0;0;KJM008-2620;OP23
1203;20250227.050;0;0;KJM008-2620;OP23
1202;20250227.048;0;0;KJM008-2620;OP23
1201;20250227.047;0;0;KJM008-2620;OP23
1200;20250227.045;0;0;KJM008-2620;OP23
1199;20250227.037;0;0;KJM008-2620;OP23
1196;20250226.070;0;0;DBM000-2520;OP23
1188;20250226.055;0;0;DBM000-2520;OP23
1187;20250226.053;0;0;DBM000-2520;OP23
1186;20250226.052;0;0;DBM000-2520;OP23
1185;20250226.051;0;0;DBM000-2520;OP23
1184;20250226.050;0;0;DBM000-2520;OP23
1183;20250226.048;0;0;DBM000-2520;OP23
1182;20250226.046;0;0;DBM000-2520;OP23
1181;20250226.044;0;0;DBM000-2520;OP23
1180;20250226.042;0;0;DBM000-2520;OP23
1178;20250226.040;0;0;DBM000-2520;OP23
1176;20250226.037;0;0;DBM000-2520;OP23
1175;20250226.036;0;0;DBM000-2520;OP23
1174;20250226.035;0;0;DBM000-2520;OP23
1173;20250226.034;0;0;DBM000-2520;OP23
1172;20250226.033;0;0;DBM000-2520;OP23
1171;20250226.032;0;0;DBM000-2520;OP23
1169;20250225.071;0;0;EIM000-2520;OP23
1158;20250225.037;0;0;EIM000-2520;OP23
1157;20250225.013;0;0;EIM000-2450;OP23
1156;20250225.012;0;0;EIM000-2450;OP23
1155;20250225.011;0;0;EIM000-2450;OP23
1124;20250219.076;0;0;KJM008-2520;OP23
1123;20250219.075;0;0;KJM008-2520;OP23
1122;20250219.053;0;0;EIM000-2620;OP23
1121;20250219.051;0;0;EIM000-2620;OP23
1120;20250219.050;0;0;EIM000-2620;OP23
1119;20250219.049;0;0;EIM000-2620;OP23
1117;20241212.095;0;0;EIM000+2614;OP22
1116;20241212.094;0;0;EIM000+2614;OP22
1115;20241212.092;0;0;EIM000+2614;OP22
1114;20241212.091;0;0;EIM000+2614;OP22
1113;20241212.090;0;0;EIM000+2614;OP22
1112;20241212.089;0;0;EIM000+2614;OP22
1111;20241212.088;0;0;EIM000+2614;OP22
1110;20241212.087;0;0;EIM000+2614;OP22
1109;20241212.086;0;0;EIM000+2614;OP22
1108;20241212.085;0;0;EIM000+2614;OP22
1107;20241212.084;0;0;EIM000+2614;OP22
1106;20241212.082;0;0;EIM000+2614;OP22
1105;20241212.080;0;0;EIM000+2614;OP22
1104;20241212.079;0;0;EIM000+2614;OP22
1103;20241212.078;0;0;EIM000+2614;OP22
1102;20241212.077;0;0;EIM000+2614;OP22
1101;20241212.076;0;0;EIM000+2614;OP22
1100;20241212.075;0;0;EIM000+2614;OP22
1099;20241212.074;0;0;EIM000+2614;OP22
1098;20241212.073;0;0;EIM000+2614;OP22
1097;20241212.067;0;0;EIM000+2614;OP22
1096;20241212.066;0;0;EIM000+2614;OP22
1095;20241212.065;0;0;EIM000+2614;OP22
1093;20241212.063;0;0;EIM000+2520;OP22
1088;20241212.058;0;0;EIM000+2520;OP22
1084;20241212.050;0;0;EIM000+2520;OP22
1083;20241212.049;0;0;EIM000+2520;OP22
1082;20241212.048;0;0;EIM000+2520;OP22
1081;20241212.047;0;0;EIM000+2520;OP22
1079;20241212.044;0;0;EIM000+2520;OP22
1078;20241212.043;0;0;EIM000+2520;OP22
1077;20241212.042;0;0;EIM000+2520;OP22
1076;20241212.040;0;0;EIM000+2520;OP22
1074;20241212.038;0;0;EIM000+2520;OP22
1073;20241212.037;0;0;EIM000+2520;OP22
1072;20241212.036;0;0;EIM000+2520;OP22
1071;20241212.035;0;0;EIM000+2520;OP22
1070;20241212.034;0;0;EIM000+2520;OP22
1068;20241212.032;0;0;EIM000+2520;OP22
1067;20241212.031;0;0;EIM000+2520;OP22
1066;20241212.027;0;0;EIM000+2520;OP22
1065;20241212.026;0;0;EIM000+2520;OP22
1064;20241212.023;0;0;EIM000+2520;OP22
1063;20241212.022;0;0;EIM000+2520;OP22
1060;20241212.019;0;0;EIM000+2520;OP22
1059;20241212.018;0;0;EIM000+2520;OP22
1058;20241212.017;0;0;EIM000+2520;OP22
1056;20241212.015;0;0;EIM000+2520;OP22
1055;20241212.012;0;0;EIM000+2520;OP22
1054;20241212.011;0;0;EIM000+2520;OP22
1052;20241212.009;0;0;EIM000+2520;OP22
1021;20241211.027;0;0;AIM000+2520;OP22
1018;20241211.024;0;0;AIM000+2520;OP22
1007;20241211.013;0;0;AIM000+2520;OP22
1006;20241211.012;0;0;AIM000+2520;OP22
999;20241210.107;0;0;EIM000+2520;OP22
998;20241210.106;0;0;EIM000+2520;OP22
997;20241210.104;0;0;EIM000+2520;OP22
996;20241210.102;0;0;EIM000+2520;OP22
993;20241210.099;0;0;EIM000+2520;OP22
991;20241210.095;0;0;EIM000+2520;OP22
990;20241210.093;0;0;EIM000+2520;OP22
988;20241210.089;0;0;EIM000+2520;OP22
987;20241210.087;0;0;EIM000+2520;OP22
986;20241210.085;0;0;EIM000+2520;OP22
985;20241210.083;0;0;EIM000+2520;OP22
984;20241210.081;0;0;EIM000+2520;OP22
983;20241210.079;0;0;EIM000+2520;OP22
982;20241210.078;0;0;EIM000+2520;OP22
981;20241210.077;0;0;EIM000+2520;OP22
980;20241210.075;0;0;EIM000+2520;OP22
979;20241210.073;0;0;EIM000+2520;OP22
978;20241210.072;0;0;EIM000+2520;OP22
977;20241210.071;0;0;EIM000+2520;OP22
976;20241210.070;0;0;EIM000+2520;OP22
975;20241210.069;0;0;EIM000+2520;OP22
974;20241210.068;0;0;EIM000+2520;OP22
973;20241210.067;0;0;EIM000+2520;OP22
972;20241210.066;0;0;EIM000+2520;OP22
971;20241210.065;0;0;EIM000+2520;OP22
970;20241210.064;0;0;EIM000+2520;OP22
969;20241210.063;0;0;EIM000+2520;OP22
968;20241210.062;0;0;EIM000+2520;OP22
967;20241210.061;0;0;EIM000+2520;OP22
966;20241210.060;0;0;EIM000+2520;OP22
965;20241210.059;0;0;EIM000+2520;OP22
964;20241210.058;0;0;EIM000+2520;OP22
963;20241210.057;0;0;EIM000+2520;OP22
962;20241210.056;0;0;EIM000+2520;OP22
961;20241210.055;0;0;EIM000+2520;OP22
960;20241210.054;0;0;EIM000+2520;OP22
959;20241210.053;0;0;EIM000+2520;OP22
958;20241210.052;0;0;EIM000+2520;OP22
957;20241210.046;0;0;EIM000+2520;OP22
956;20241210.045;0;0;EIM000+2520;OP22
955;20241210.044;0;0;EIM000+2520;OP22
954;20241210.037;0;0;EIM000+2520;OP22
953;20241210.034;0;0;EIM000+2520;OP22
952;20241210.032;0;0;EIM000+2520;OP22
951;20241210.030;0;0;EIM000+2520;OP22
950;20241210.029;0;0;EIM000+2520;OP22
949;20241210.027;0;0;EIM000+2520;OP22
948;20241210.026;0;0;EIM000+2520;OP22
947;20241210.025;0;0;EIM000+2520;OP22
946;20241210.024;0;0;EIM000+2520;OP22
945;20241210.023;0;0;EIM000+2520;OP22
944;20241210.021;0;0;EIM000+2520;OP22
943;20241210.020;0;0;EIM000+2520;OP22
942;20241210.016;0;0;EIM000+2520;OP22
941;20241210.014;0;0;EIM000+2520;OP22
940;20241210.013;0;0;EIM000+2520;OP22
939;20241210.012;0;0;EIM000+2520;OP22
938;20241210.010;0;0;EIM000+2520;OP22
937;20241210.009;0;0;EIM000+2520;OP22
936;20241210.008;0;0;EIM000+2520;OP22
935;20241205.083;0;0;EIM000+2520;OP22
934;20241205.082;0;0;EIM000+2614;OP22
933;20241205.081;0;0;EIM000+2614;OP22
932;20241205.080;0;0;EIM000+2614;OP22
931;20241205.079;0;0;EIM000+2614;OP22
930;20241205.078;0;0;EIM000+2614;OP22
929;20241205.077;0;0;EIM000+2614;OP22
928;20241205.076;0;0;EIM000+2614;OP22
927;20241205.075;0;0;EIM000+2614;OP22
926;20241205.074;0;0;EIM000+2670;OP22
925;20241205.073;0;0;EIM000+2670;OP22
924;20241205.072;0;0;EIM000+2670;OP22
923;20241205.071;0;0;EIM000+2670;OP22
922;20241205.070;0;0;EIM000+2670;OP22
921;20241205.069;0;0;EIM000+2670;OP22
920;20241205.068;0;0;EIM000+2670;OP22
919;20241205.067;0;0;EIM000+2670;OP22
918;20241205.066;0;0;EIM000+2670;OP22
917;20241205.065;0;0;EIM000+2670;OP22
916;20241205.064;0;0;EIM000+2670;OP22
915;20241205.063;0;0;EIM000+2670;OP22
914;20241205.062;0;0;EIM000+2670;OP22
913;20241205.061;0;0;EIM000+2670;OP22
912;20241205.060;0;0;EIM000+2614;OP22
911;20241205.059;0;0;EIM000+2720;OP22
910;20241205.058;0;0;EIM000+2720;OP22
909;20241205.057;0;0;EIM000+2720;OP22
908;20241205.056;0;0;EIM000+2720;OP22
907;20241205.055;0;0;EIM000+2720;OP22
906;20241205.054;0;0;EIM000+2720;OP22
905;20241205.053;0;0;EIM000+2720;OP22
904;20241205.052;0;0;FNM001+2520;OP22
903;20241205.051;0;0;FNM001+2520;OP22
902;20241205.050;0;0;FNM001+2520;OP22
901;20241205.049;0;0;FNM001+2520;OP22
900;20241205.048;0;0;FNM001+2520;OP22
899;20241205.047;0;0;FNM001+2520;OP22
898;20241205.046;0;0;FNM001+2520;OP22
897;20241205.045;0;0;FNM001+2520;OP22
896;20241205.044;0;0;FNM001+2520;OP22
895;20241205.009;0;0;FMM002+2520;OP22
894;20241205.008;0;0;FMM002+2520;OP22
893;20241205.007;0;0;FMM002+2520;OP22
892;20241204.081;0;0;FMM002+2620;OP22
891;20241204.079;0;0;FMM002+2620;OP22
890;20241204.078;0;0;FMM002+2620;OP22
889;20241204.077;0;0;FMM002+2620;OP22
888;20241204.076;0;0;FMM002+2620;OP22
887;20241204.075;0;0;FMM002+2620;OP22
886;20241204.074;0;0;FMM002+2620;OP22
885;20241204.073;0;0;FMM002+2620;OP22
884;20241204.072;0;0;FMM002+2620;OP22
883;20241204.071;0;0;FMM002+2620;OP22
882;20241204.070;0;0;FMM002+2620;OP22
881;20241204.068;0;0;FMM002+2620;OP22
880;20241204.066;0;0;FMM002+2620;OP22
879;20241204.065;0;0;FMM002+2620;OP22
878;20241204.063;0;0;FMM002+2620;OP22
877;20241204.062;0;0;FMM002+2620;OP22
876;20241204.061;0;0;FMM002+2620;OP22
875;20241204.059;0;0;FMM002+2620;OP22
874;20241204.057;0;0;FMM002+2620;OP22
873;20241204.056;0;0;FMM002+2620;OP22
872;20241204.055;0;0;FMM002+2670;OP22
871;20241204.053;0;0;FMM002+2670;OP22
870;20241204.052;0;0;FMM002+2670;OP22
869;20241204.051;0;0;FMM002+2670;OP22
868;20241204.050;0;0;FMM002+2670;OP22
867;20241204.049;0;0;FMM002+2670;OP22
866;20241204.048;0;0;FMM002+2670;OP22
865;20241204.044;0;0;FMM002+2520;OP22
864;20241204.043;0;0;FMM002+2520;OP22
863;20241204.040;0;0;FMM002+2520;OP22
862;20241204.039;0;0;FMM002+2520;OP22
861;20241204.038;0;0;FMM002+2520;OP22
860;20241204.035;0;0;FMM002+2520;OP22
859;20241204.034;0;0;FMM002+2520;OP22
858;20241204.033;0;0;FMM002+2520;OP22
857;20241204.032;0;0;FMM002+2520;OP22
856;20241204.031;0;0;FMM002+2520;OP22
855;20241204.030;0;0;FMM002+2520;OP22
854;20241204.028;0;0;FMM002+2520;OP22
853;20241204.026;0;0;FMM002+2520;OP22
852;20241204.024;0;0;FMM002+2520;OP22
851;20241204.021;0;0;FMM002+2520;OP22
850;20241204.015;0;0;FMM002+2520;OP22
849;20241204.014;0;0;FMM002+2520;OP22
848;20241204.013;0;0;FMM002+2520;OP22
847;20241204.011;0;0;FMM002+2520;OP22
833;20241203.061;0;0;EIM000+2614;OP22
822;20241203.039;0;0;EIM000+2520;OP22
809;20241203.025;0;0;EIM000+2520;OP22
799;20241128.097;0;0;EIM000+2520;OP22
798;20241128.096;0;0;EIM000+2520;OP22
797;20241128.095;0;0;EIM000+2520;OP22
796;20241128.094;0;0;EIM000+2520;OP22
795;20241128.093;0;0;EIM000+2520;OP22
794;20241128.092;0;0;EIM000+2520;OP22
793;20241128.089;0;0;EIM000+2520;OP22
792;20241128.088;0;0;EIM000+2520;OP22
791;20241128.087;0;0;EIM000+2520;OP22
790;20241128.086;0;0;EIM000+2520;OP22
789;20241128.085;0;0;EIM000+2520;OP22
788;20241128.082;0;0;EIM000+2520;OP22
787;20241128.081;0;0;EIM000+2520;OP22
785;20241128.078;0;0;EIM000+2520;OP22
784;20241128.076;0;0;EIM000+2520;OP22
783;20241128.075;0;0;EIM000+2520;OP22
782;20241128.074;0;0;EIM000+2520;OP22
781;20241128.073;0;0;EIM000+2520;OP22
780;20241128.072;0;0;EIM000+2520;OP22
779;20241128.071;0;0;EIM000+2520;OP22
778;20241128.070;0;0;EIM000+2520;OP22
777;20241128.069;0;0;EIM000+2520;OP22
775;20241128.067;0;0;EIM000+2520;OP22
774;20241128.066;0;0;EIM000+2520;OP22
773;20241128.065;0;0;EIM000+2520;OP22
772;20241128.064;0;0;EIM000+2520;OP22
771;20241128.063;0;0;EIM000+2520;OP22
770;20241128.062;0;0;EIM000+2520;OP22
769;20241128.061;0;0;EIM000+2520;OP22
768;20241128.060;0;0;EIM000+2520;OP22
767;20241128.059;0;0;EIM000+2520;OP22
766;20241128.058;0;0;EIM000+2520;OP22
765;20241128.057;0;0;EIM000+2520;OP22
764;20241128.056;0;0;EIM000+2520;OP22
763;20241128.055;0;0;EIM000+2520;OP22
762;20241128.054;0;0;EIM000+2520;OP22
761;20241128.052;0;0;EIM000+2420;OP22
760;20241128.051;0;0;EIM000+2420;OP22
759;20241128.049;0;0;EIM000+2450;OP22
758;20241128.048;0;0;EIM000+2450;OP22
757;20241128.047;0;0;EIM000+2420;OP22
756;20241128.046;0;0;EIM000+2420;OP22
755;20241128.044;0;0;EIM000+2450;OP22
754;20241128.043;0;0;EIM000+2420;OP22
753;20241128.042;0;0;EIM000+2420;OP22
752;20241128.040;0;0;EIM000+2520;OP22
751;20241128.039;0;0;EIM000+2420;OP22
750;20241128.037;0;0;EIM000+2520;OP22
749;20241128.036;0;0;EIM000+2520;OP22
748;20241128.035;0;0;EIM000+2420;OP22
747;20241128.033;0;0;EIM000+2520;OP22
746;20241128.032;0;0;EIM000+2420;OP22
745;20241128.031;0;0;EIM000+2420;OP22
744;20241128.029;0;0;EIM000+2520;OP22
742;20241128.024;0;0;EIM000+2520;OP22
741;20241128.023;0;0;EIM000+2420;OP22
740;20241128.021;0;0;EIM000+2420;OP22
739;20241128.020;0;0;EIM000+2520;OP22
738;20241128.019;0;0;EIM000+2420;OP22
737;20241128.018;0;0;EIM000+2420;OP22
736;20241128.017;0;0;EIM000+2420;OP22
735;20241128.016;0;0;EIM000+2420;OP22
734;20241128.015;0;0;EIM000+2420;OP22
733;20241128.014;0;0;EIM000+2520;OP22
732;20241128.013;0;0;EIM000+2520;OP22
731;20241128.012;0;0;EIM000+2420;OP22
730;20241128.011;0;0;EIM000+2520;OP22
729;20241128.010;0;0;EIM000+2520;OP22
728;20241128.009;0;0;EIM000+2520;OP22
727;20241128.008;0;0;EIM000+2520;OP22
726;20241128.007;0;0;EIM000+2520;OP22
725;20241127.081;0;0;FNM002+2520;OP22
724;20241127.070;0;0;FLM000+2520;OP22
723;20241127.069;0;0;FMM001+2520;OP22
722;20241127.068;0;0;FLM000+2520;OP22
721;20241127.064;0;0;FLM000+2520;OP22
720;20241127.063;0;0;FLM000+2520;OP22
719;20241127.062;0;0;FLM000+2520;OP22
718;20241127.061;0;0;FLM000+2520;OP22
717;20241127.058;0;0;FLM000+2520;OP22
716;20241127.055;0;0;EJM008+2520;OP22
715;20241127.054;0;0;EJM008+2520;OP22
714;20241127.052;0;0;EJM008+2520;OP22
713;20241127.051;0;0;EIM000+2520;OP22
712;20241127.050;0;0;EIM000+2520;OP22
708;20241127.045;0;0;EIM000+2520;OP22
706;20241127.043;0;0;EIM000+2520;OP22
705;20241127.042;0;0;EIM000+2520;OP22
704;20241127.041;0;0;EIM000+2520;OP22
701;20241127.038;0;0;EIM000+2520;OP22
699;20241127.035;0;0;EIM000+2520;OP22
686;20241127.021;0;0;EIM000+2520;OP22
683;20241127.017;0;0;EIM000+2520;OP22
682;20241127.013;0;0;EIM000+2520;OP22
679;20241126.076;0;0;FMM002+2620;OP22
678;20241126.073;0;0;FMM002+2620;OP22
677;20241126.072;0;0;FMM002+2620;OP22
676;20241126.070;0;0;FMM002+2620;OP22
675;20241126.068;0;0;FMM002+2620;OP22
674;20241126.065;0;0;FMM002+2620;OP22
673;20241126.064;0;0;FMM002+2620;OP22
672;20241126.062;0;0;FMM002+2620;OP22
671;20241126.061;0;0;FMM002+2620;OP22
670;20241126.060;0;0;FMM002+2620;OP22
669;20241126.059;0;0;FMM002+2620;OP22
668;20241126.058;0;0;FMM002+2620;OP22
667;20241126.057;0;0;FMM002+2620;OP22
666;20241126.056;0;0;FMM002+2620;OP22
665;20241126.055;0;0;FMM002+2620;OP22
664;20241126.054;0;0;FMM002+2620;OP22
663;20241126.053;0;0;FMM002+2620;OP22
662;20241126.048;0;0;FMM002+2620;OP22
661;20241126.047;0;0;FMM002+2620;OP22
660;20241126.046;0;0;FMM002+2620;OP22
659;20241126.045;0;0;FMM002+2620;OP22
658;20241126.043;0;0;FMM002+2620;OP22
657;20241126.041;0;0;FMM002+2620;OP22
656;20241126.040;0;0;EIM000+2520;OP22
655;20241126.039;0;0;EIM000+2520;OP22
654;20241126.038;0;0;EIM000+2520;OP22
653;20241126.036;0;0;EIM000+2520;OP22
652;20241126.034;0;0;EIM000+2520;OP22
651;20241126.031;0;0;EIM000+2520;OP22
650;20241126.025;0;0;EIM000+2520;OP22
648;20241126.019;0;0;EIM000+2520;OP22
647;20241126.018;0;0;EIM000+2520;OP22
646;20241126.017;0;0;EIM000+2520;OP22
645;20241126.016;0;0;EIM000+2520;OP22
644;20241126.015;0;0;EIM000+2520;OP22
641;20241126.010;0;0;EIM000+2520;OP22
635;20241121.082;0;0;EIM000+2520;OP22
632;20241121.079;0;0;EIM000+2520;OP22
630;20241121.077;0;0;EIM000+2520;OP22
628;20241121.075;0;0;EIM000+2520;OP22
627;20241121.073;0;0;EIM000+2520;OP22
626;20241121.072;0;0;EIM000+2520;OP22
625;20241121.069;0;0;EIM000+2520;OP22
624;20241121.067;0;0;EIM000+2520;OP22
623;20241121.066;0;0;EIM000+2520;OP22
622;20241121.065;0;0;EIM000+2520;OP22
617;20241121.045;0;0;EIM000+2520;OP22
616;20241121.044;0;0;EIM000+2520;OP22
615;20241121.043;0;0;EIM000+2614;OP22
614;20241121.042;0;0;EIM000+2614;OP22
613;20241121.041;0;0;EIM000+2614;OP22
612;20241121.040;0;0;EIM000+2614;OP22
611;20241121.039;0;0;EIM000+2614;OP22
610;20241121.038;0;0;EIM000+2614;OP22
609;20241121.037;0;0;EIM000+2614;OP22
608;20241121.036;0;0;EIM000+2614;OP22
607;20241121.035;0;0;EIM000+2614;OP22
606;20241121.034;0;0;EIM000+2614;OP22
605;20241121.033;0;0;EIM000+2614;OP22
604;20241121.032;0;0;EIM000+2614;OP22
603;20241121.031;0;0;EIM000+2614;OP22
602;20241121.030;0;0;EIM000+2614;OP22
601;20241121.029;0;0;EIM000+2614;OP22
600;20241121.028;0;0;EIM000+2614;OP22
599;20241121.027;0;0;EIM000+2614;OP22
598;20241121.026;0;0;EIM000+2614;OP22
597;20241121.025;0;0;EIM000+2614;OP22
596;20241121.024;0;0;EIM000+2614;OP22
595;20241121.023;0;0;EIM000+2614;OP22
594;20241121.022;0;0;EIM000+2614;OP22
593;20241121.021;0;0;EIM000+2614;OP22
592;20241121.020;0;0;EIM000+2614;OP22
591;20241121.019;0;0;EIM000+2614;OP22
590;20241121.016;0;0;EIM000+2520;OP22
589;20241121.015;0;0;EIM000+2520;OP22
587;20241121.013;0;0;EIM000+2520;OP22
586;20241121.010;0;0;EIM000+2614;OP22
585;20241121.008;0;0;EIM000+2614;OP22
584;20241121.007;0;0;EIM000+2614;OP22
583;20241120.055;0;0;KJM008+2520;OP22
582;20241120.052;0;0;KJM008+2520;OP22
581;20241120.042;0;0;KJM008+2520;OP22
580;20241120.032;0;0;KJM008+2520;OP22
579;20241120.029;0;0;KJM008+2520;OP22
578;20241120.028;0;0;KJM008+2520;OP22
577;20241120.026;0;0;KJM008+2520;OP22
576;20241120.025;0;0;KJM008+2520;OP22
575;20241120.022;0;0;KJM008+2520;OP22
574;20241120.021;0;0;KJM008+2520;OP22
573;20241120.020;0;0;KJM008+2520;OP22
572;20241120.019;0;0;KJM008+2520;OP22
570;20241120.007;0;0;KJM008+2520;OP22
568;20241119.083;0;0;EIM000+2614;OP22
567;20241119.079;0;0;EIM000+2614;OP22
566;20241119.077;0;0;EIM000+2614;OP22
565;20241119.075;0;0;EIM000+2614;OP22
564;20241119.074;0;0;EIM000+2614;OP22
559;20241119.065;0;0;EIM000+2614;OP22
555;20241119.059;0;0;EIM000+2614;OP22
554;20241119.058;0;0;EIM000+2520;OP22
553;20241119.056;0;0;EIM000+2614;OP22
551;20241119.053;0;0;EIM000+2520;OP22
549;20241119.047;0;0;EIM000+2520;OP22
547;20241119.043;0;0;EIM000+2614;OP22
542;20241119.035;0;0;EIM000+2520;OP22
541;20241119.034;0;0;EIM000+2520;OP22
540;20241119.033;0;0;EIM000+2520;OP22
539;20241119.028;0;0;EIM000+2520;OP22
533;20241114.067;0;0;FTM004+2585;OP22
532;20241114.066;0;0;FTM004+2585;OP22
531;20241114.064;0;0;FTM004+2585;OP22
530;20241114.062;0;0;FTM004+2585;OP22
529;20241114.061;0;0;FTM004+2585;OP22
528;20241114.059;0;0;FTM004+2585;OP22
527;20241114.058;0;0;FTM004+2585;OP22
526;20241114.056;0;0;FTM004+2585;OP22
525;20241114.055;0;0;FTM004+2585;OP22
524;20241114.054;0;0;FTM004+2585;OP22
523;20241114.052;0;0;FTM004+2585;OP22
522;20241114.051;0;0;FTM004+2585;OP22
521;20241114.050;0;0;FTM004+2585;OP22
520;20241114.049;0;0;FTM004+2585;OP22
519;20241114.048;0;0;FTM004+2585;OP22
