;dischargeID;maxNumberOfFailureIndicators;numberOfFailedPlunges;configuration;campaign
16;20240926.010;1;0;EIM000+2520;OP22
14;20240926.008;1;0;EIM000+2520;OP22
12;20240926.005;1;0;EIM000+2520;OP22
11;20240925.061;1;0;EJM007+2520;OP22
1796;20250515.049;0;0;EIM000+2520;OP23
1795;20250514.077;0;0;EIM000+2520;OP23
1794;20250514.058;0;0;EIM000+2520;OP23
1793;20250514.033;0;0;EIM000+2520;OP23
1792;20250514.025;0;0;EIM000+2520;OP23
1791;20250514.023;0;0;EIM000+2520;OP23
1789;20250513.045;0;0;EIM000+2520;OP23
1788;20250513.039;0;0;EIM000+2520;OP23
1787;20250513.038;0;0;EIM000+2520;OP23
1786;20250513.036;0;0;EIM000+2520;OP23
1785;20250513.035;0;0;EIM000+2520;OP23
1784;20250513.031;0;0;EIM000+2520;OP23
1783;20250513.019;0;0;EIM000+2520;OP23
1782;20250508.100;0;0;EIM000+2520;OP23
1781;20250508.098;0;0;EIM000+2520;OP23
1780;20250508.097;0;0;EIM000+2520;OP23
1779;20250508.094;0;0;EIM000+2520;OP23
1778;20250429.093;0;0;AIM000+2520;OP23
1777;20250429.080;0;0;AIM000+2520;OP23
1776;20250429.075;0;0;AIM000+2520;OP23
1775;20250429.056;0;0;FTM004+2520;OP23
1774;20250429.040;0;0;FTM004+2520;OP23
1773;20250429.039;0;0;FTM004+2520;OP23
1772;20250429.038;0;0;FTM004+2520;OP23
1771;20250429.035;0;0;FTM004+2520;OP23
1770;20250429.008;0;0;FTM004+2520;OP23
1769;20250424.077;0;0;EIM000+2614;OP23
1768;20250424.075;0;0;EIM000+2614;OP23
1767;20250424.074;0;0;EIM000+2614;OP23
1766;20250424.073;0;0;EIM000+2614;OP23
1765;20250424.071;0;0;EIM000+2614;OP23
1764;20250424.070;0;0;EIM000+2614;OP23
1763;20250424.069;0;0;EIM000+2614;OP23
1762;20250424.068;0;0;EIM000+2614;OP23
1761;20250424.067;0;0;EIM000+2614;OP23
1760;20250424.066;0;0;EIM000+2614;OP23
1759;20250424.064;0;0;EIM000+2614;OP23
1758;20250424.063;0;0;EIM000+2614;OP23
1757;20250424.062;0;0;EIM000+2614;OP23
1756;20250424.058;0;0;EIM000+2614;OP23
1755;20250424.056;0;0;EIM000+2614;OP23
1754;20250424.055;0;0;EIM000+2614;OP23
1753;20250424.053;0;0;EIM000+2614;OP23
1752;20250424.052;0;0;EIM000+2614;OP23
1750;20250424.048;0;0;EIM000+2614;OP23
1749;20250424.044;0;0;KTM000+2520;OP23
1748;20250424.042;0;0;KTM000+2590;OP23
1747;20250424.041;0;0;KTM000+2520;OP23
1746;20250424.039;0;0;KTM000+2590;OP23
1745;20250424.037;0;0;KTM000+2590;OP23
1744;20250424.036;0;0;KTM000+2590;OP23
1743;20250424.034;0;0;KTM000+2590;OP23
1742;20250424.033;0;0;KTM000+2590;OP23
1741;20250424.031;0;0;KTM000+2590;OP23
1740;20250424.030;0;0;KTM000+2590;OP23
1739;20250424.029;0;0;KTM000+2590;OP23
1738;20250424.026;0;0;KTM000+2590;OP23
1737;20250424.025;0;0;KTM000+2590;OP23
1736;20250424.024;0;0;KTM000+2590;OP23
1735;20250424.023;0;0;KTM000+2590;OP23
1734;20250424.021;0;0;KTM000+2590;OP23
1733;20250424.020;0;0;KTM000+2590;OP23
1732;20250424.019;0;0;KTM000+2590;OP23
1731;20250424.018;0;0;KTM000+2590;OP23
1730;20250424.017;0;0;KTM000+2590;OP23
1729;20250424.016;0;0;KTM000+2590;OP23
1728;20250424.015;0;0;KTM000+2590;OP23
1727;20250424.014;0;0;KTM000+2590;OP23
1726;20250424.013;0;0;KTM000+2520;OP23
1725;20250424.012;0;0;KTM000+2520;OP23
1724;20250424.011;0;0;KTM000+2520;OP23
1723;20250424.006;0;0;KTM000+2520;OP23
1722;20250423.015;0;0;FMM002+1800;OP23
1721;20250423.014;0;0;FMM002+1800;OP23
1720;20250416.071;0;0;DKJ000+2520;OP23
1719;20250416.067;0;0;DKJ000+2520;OP23
1718;20250416.053;0;0;DKJ000+2520;OP23
1717;20250416.045;0;0;DKJ000+2520;OP23
1716;20250416.038;0;0;DKJ000+2520;OP23
1715;20250416.026;0;0;DKJ000+2520;OP23
1714;20250416.020;0;0;DKJ000+2520;OP23
1713;20250416.018;0;0;DKJ000+2520;OP23
1712;20250415.045;0;0;XIM001+2485;OP23
1711;20250410.059;0;0;UFM000+1800;OP23
1710;20250410.058;0;0;UFM000+1800;OP23
1709;20250410.057;0;0;UFM000+1800;OP23
1708;20250410.056;0;0;UFM000+1800;OP23
1707;20250410.055;0;0;UFM000+1800;OP23
1706;20250410.054;0;0;UFM000+1800;OP23
1705;20250410.053;0;0;UFM000+1800;OP23
1704;20250410.052;0;0;UFM000+1800;OP23
1703;20250410.050;0;0;UFM000+1815;OP23
1702;20250410.049;0;0;UFM000+1815;OP23
1701;20250410.048;0;0;UFM000+1815;OP23
1700;20250410.047;0;0;UFM000+1815;OP23
1699;20250410.046;0;0;UFM000+1815;OP23
1696;20250409.097;0;0;EGM000+2520;OP23
1695;20250409.095;0;0;EGM000+2520;OP23
1694;20250409.094;0;0;EGM000+2520;OP23
1693;20250409.091;0;0;EGM000+2520;OP23
1692;20250409.090;0;0;EGM000+2520;OP23
1691;20250409.089;0;0;EGM000+2520;OP23
1690;20250409.088;0;0;EGM000+2520;OP23
1689;20250409.087;0;0;EGM000+2520;OP23
1688;20250409.086;0;0;EGM000+2520;OP23
1682;20250409.079;0;0;EIM000+2520;OP23
1681;20250409.078;0;0;EIM000+2520;OP23
1680;20250409.076;0;0;EEM001+2520;OP23
1679;20250409.075;0;0;EEM001+2520;OP23
1678;20250409.072;0;0;EEM001+2520;OP23
1677;20250409.071;0;0;EEM001+2520;OP23
1676;20250409.070;0;0;EEM001+2520;OP23
1675;20250409.069;0;0;DBM000+2520;OP23
1674;20250409.068;0;0;DBM000+2520;OP23
1673;20250409.062;0;0;DBM000+2520;OP23
1672;20250409.061;0;0;DBM000+2520;OP23
1671;20250409.058;0;0;DBM000+2520;OP23
1670;20250409.057;0;0;DBM000+2520;OP23
1669;20250409.056;0;0;DBM000+2520;OP23
1668;20250409.055;0;0;DBM000+2520;OP23
1667;20250409.053;0;0;DBM000+2520;OP23
1666;20250409.052;0;0;DBM000+2520;OP23
1665;20250409.050;0;0;DBM000+2520;OP23
1664;20250409.048;0;0;DBM000+2520;OP23
1663;20250409.047;0;0;DBM000+2520;OP23
1662;20250409.046;0;0;DBM000+2520;OP23
1661;20250409.045;0;0;DBM000+2520;OP23
1660;20250409.043;0;0;DBM000+2520;OP23
1659;20250409.042;0;0;DBM000+2520;OP23
1658;20250409.041;0;0;DBM000+2520;OP23
1657;20250409.040;0;0;DBM000+2520;OP23
1656;20250409.039;0;0;DBM000+2520;OP23
1655;20250409.038;0;0;DBM000+2520;OP23
1654;20250409.036;0;0;DBM000+2520;OP23
1653;20250409.035;0;0;DBM000+2520;OP23
1652;20250409.033;0;0;DBM000+2520;OP23
1651;20250409.032;0;0;DBM000+2520;OP23
1650;20250409.031;0;0;DBM000+2520;OP23
1649;20250409.030;0;0;DBM000+2520;OP23
1648;20250409.029;0;0;DBM000+2520;OP23
1647;20250409.028;0;0;DBM000+2520;OP23
1645;20250409.026;0;0;DBM000+2520;OP23
1644;20250409.025;0;0;DBM000+2520;OP23
1643;20250409.024;0;0;DBM000+2520;OP23
1642;20250409.023;0;0;DBM000+2520;OP23
1641;20250409.022;0;0;DBM000+2520;OP23
1640;20250409.021;0;0;DBM000+2520;OP23
1639;20250409.020;0;0;DBM000+2520;OP23
1638;20250409.018;0;0;DBM000+2520;OP23
1637;20250409.017;0;0;DBM000+2520;OP23
1636;20250409.016;0;0;DBM000+2520;OP23
1635;20250409.015;0;0;ECM003+2520;OP23
1634;20250409.013;0;0;ECM003+2520;OP23
1633;20250409.012;0;0;ECM003+2520;OP23
1632;20250409.011;0;0;ECM003+2520;OP23
1631;20250409.010;0;0;ECM003+2520;OP23
1630;20250409.009;0;0;ECM003+2520;OP23
1629;20250409.008;0;0;ECM003+2520;OP23
1628;20250409.007;0;0;ECM003+2520;OP23
1605;20250408.032;0;0;DAM005+1800;OP23
1604;20250408.015;0;0;DAM005+1800;OP23
1603;20250408.014;0;0;DAM005+1800;OP23
1602;20250408.013;0;0;DAM005+1800;OP23
1601;20250408.012;0;0;DAM005+1800;OP23
1590;20250403.070;0;0;EIM000+2520;OP23
1586;20250403.066;0;0;EIM000+2520;OP23
1585;20250403.065;0;0;EIM000+2520;OP23
1581;20250403.061;0;0;EIM000+2520;OP23
1561;20250403.037;0;0;EIM000+2520;OP23
1551;20250403.026;0;0;KJM008+2520;OP23
1550;20250403.025;0;0;KJM008+2520;OP23
1549;20250403.024;0;0;KJM008+2520;OP23
1548;20250403.023;0;0;KJM008+2520;OP23
1547;20250403.022;0;0;KJM008+2520;OP23
1546;20250403.021;0;0;KJM008+2520;OP23
1545;20250403.020;0;0;KJM008+2520;OP23
1544;20250403.019;0;0;KJM008+2520;OP23
1543;20250403.018;0;0;KJM008+2520;OP23
1542;20250403.017;0;0;KJM008+2520;OP23
1541;20250403.016;0;0;KJM008+2520;OP23
1540;20250403.015;0;0;KJM008+2520;OP23
1539;20250403.014;0;0;KJM008+2520;OP23
1538;20250402.096;0;0;KJM008+2620;OP23
1537;20250402.095;0;0;KJM008+2620;OP23
1536;20250402.094;0;0;KJM008+2620;OP23
1535;20250402.093;0;0;KJM008+2620;OP23
1534;20250402.092;0;0;KJM008+2620;OP23
1533;20250402.091;0;0;KJM008+2620;OP23
1532;20250402.089;0;0;KJM008+2620;OP23
1531;20250402.087;0;0;KJM008+2620;OP23
1530;20250402.086;0;0;KJM008+2620;OP23
1529;20250402.085;0;0;KJM008+2620;OP23
1528;20250402.084;0;0;KJM008+2620;OP23
1527;20250402.083;0;0;KJM008+2620;OP23
1526;20250402.082;0;0;KJM008+2620;OP23
1525;20250402.081;0;0;KJM008+2520;OP23
1524;20250402.080;0;0;KJM008+2520;OP23
1523;20250402.079;0;0;KJM008+2520;OP23
1522;20250402.078;0;0;KJM008+2520;OP23
1521;20250402.077;0;0;KJM008+2520;OP23
1520;20250402.076;0;0;KJM008+2620;OP23
1519;20250402.075;0;0;KJM008+2520;OP23
1518;20250402.074;0;0;KJM008+2520;OP23
1517;20250402.073;0;0;KJM008+2620;OP23
1516;20250402.072;0;0;KJM008+2520;OP23
1515;20250402.071;0;0;KJM008+2520;OP23
1514;20250402.068;0;0;KJM008+2520;OP23
1513;20250402.067;0;0;KJM008+2520;OP23
1512;20250402.066;0;0;KJM008+2520;OP23
1511;20250402.065;0;0;KJM008+2520;OP23
1510;20250402.064;0;0;KJM008+2520;OP23
1509;20250402.063;0;0;KJM008+2520;OP23
1508;20250402.062;0;0;KJM008+2520;OP23
1507;20250402.061;0;0;KJM008+2520;OP23
1506;20250402.060;0;0;KJM008+2520;OP23
1505;20250402.059;0;0;KJM008+2520;OP23
1504;20250402.057;0;0;KJM008+2520;OP23
1503;20250402.054;0;0;KJM008+2520;OP23
1502;20250402.053;0;0;KJM008+2520;OP23
1499;20250402.047;0;0;KJM008+2520;OP23
1496;20250402.043;0;0;KJM008+2520;OP23
1493;20250402.040;0;0;KJM008+2520;OP23
1492;20250402.039;0;0;KJM008+2520;OP23
1491;20250402.038;0;0;KJM008+2520;OP23
1490;20250402.037;0;0;KJM008+2520;OP23
1489;20250402.036;0;0;KJM008+2520;OP23
1488;20250402.034;0;0;KJM008+2520;OP23
1486;20250402.032;0;0;KJM008+2520;OP23
1485;20250402.030;0;0;KJM008+2520;OP23
1484;20250402.028;0;0;KJM008+2520;OP23
1483;20250402.027;0;0;KJM008+2520;OP23
1482;20250402.026;0;0;KJM008+2520;OP23
1481;20250402.024;0;0;KJM008+2520;OP23
1480;20250402.023;0;0;KJM008+2520;OP23
1479;20250402.021;0;0;KJM008+2520;OP23
1478;20250402.020;0;0;KJM008+2520;OP23
1477;20250402.019;0;0;KJM008+2520;OP23
1476;20250402.018;0;0;KJM008+2520;OP23
1475;20250402.016;0;0;KJM008+2520;OP23
1474;20250402.015;0;0;KJM008+2520;OP23
1473;20250402.014;0;0;KJM008+2520;OP23
1472;20250402.013;0;0;KJM008+2520;OP23
1447;20250401.049;0;0;DBM000+2520;OP23
1446;20250401.045;0;0;DBM000+2520;OP23
1442;20250401.037;0;0;EIM000+2614;OP23
1441;20250401.036;0;0;EIM000+2614;OP23
1440;20250401.035;0;0;EIM000+2614;OP23
1438;20250401.030;0;0;EIM000+2614;OP23
1427;20250327.069;0;0;EIM000-1800;OP23
1425;20250327.065;0;0;EIM000-1800;OP23
1424;20250327.046;0;0;FTM000-2620;OP23
1423;20250327.043;0;0;FTM000-2620;OP23
1422;20250327.042;0;0;FTM000-2620;OP23
1421;20250327.041;0;0;FTM000-2620;OP23
1420;20250327.031;0;0;FTM000-2620;OP23
1419;20250327.027;0;0;FTM000-2620;OP23
1418;20250327.025;0;0;FTM000-2620;OP23
1417;20250327.023;0;0;FTM000-2620;OP23
1416;20250327.018;0;0;FTM000-2620;OP23
1415;20250327.017;0;0;FTM000-2620;OP23
1414;20250327.015;0;0;FTM000-2620;OP23
1413;20250327.013;0;0;FTM000-2620;OP23
1412;20250327.011;0;0;FTM000-2620;OP23
1411;20250327.005;0;0;FTM000-2620;OP23
1410;20250326.111;0;0;KJM008-2620;OP23
1409;20250326.088;0;0;KJM008-2520;OP23
1408;20250326.080;0;0;KJM008-2520;OP23
1407;20250326.073;0;0;EIM000-2520;OP23
1406;20250326.071;0;0;EIM000-2520;OP23
1405;20250326.070;0;0;EIM000-2520;OP23
1404;20250326.068;0;0;EIM000-2520;OP23
1403;20250326.066;0;0;EIM000-2520;OP23
1402;20250326.062;0;0;EIM000-2520;OP23
1401;20250326.060;0;0;EIM000-2520;OP23
1400;20250326.059;0;0;EIM000-2520;OP23
1399;20250326.058;0;0;EIM000-2520;OP23
1398;20250326.056;0;0;EIM000-2520;OP23
1397;20250326.055;0;0;EIM000-2520;OP23
1396;20250326.052;0;0;EIM000-2520;OP23
1395;20250326.050;0;0;EIM000-2520;OP23
1394;20250326.048;0;0;EIM000-2520;OP23
1393;20250326.047;0;0;EIM000-2520;OP23
1392;20250326.046;0;0;EIM000-2520;OP23
1391;20250326.041;0;0;EIM000-2520;OP23
1390;20250326.024;0;0;EIM000-2520;OP23
1389;20250326.021;0;0;EIM000-2520;OP23
1388;20250326.020;0;0;EIM000-2520;OP23
1387;20250326.017;0;0;EIM000-2520;OP23
1386;20250326.015;0;0;EIM000-2520;OP23
1385;20250326.014;0;0;EIM000-2520;OP23
1384;20250326.013;0;0;EIM000-2520;OP23
1383;20250326.011;0;0;EIM000-2520;OP23
1382;20250326.010;0;0;EIM000-2520;OP23
1381;20250325.112;0;0;EIM000-2620;OP23
1380;20250325.110;0;0;EIM000-2620;OP23
1379;20250325.107;0;0;EIM000-2620;OP23
1378;20250325.106;0;0;EIM000-2620;OP23
1377;20250325.104;0;0;EIM000-2620;OP23
1376;20250325.103;0;0;EIM000-2620;OP23
1375;20250325.102;0;0;EIM000-2620;OP23
1374;20250325.101;0;0;EIM000-2620;OP23
1373;20250325.100;0;0;EIM000-2620;OP23
1372;20250325.099;0;0;EIM000-2620;OP23
1371;20250325.097;0;0;EIM000-2620;OP23
1370;20250325.095;0;0;EIM000-2620;OP23
1369;20250325.094;0;0;EIM000-2620;OP23
1368;20250325.093;0;0;EIM000-2620;OP23
1367;20250325.092;0;0;EIM000-2620;OP23
1366;20250325.091;0;0;EIM000-2620;OP23
1364;20250325.088;0;0;EIM000-2620;OP23
1363;20250325.080;0;0;EIM000-2620;OP23
1362;20250325.079;0;0;EIM000-2620;OP23
1361;20250325.078;0;0;EIM000-2620;OP23
1360;20250325.077;0;0;EIM000-2620;OP23
1359;20250325.076;0;0;EIM000-2620;OP23
1358;20250325.074;0;0;EIM000-2620;OP23
1357;20250325.073;0;0;EIM000-2620;OP23
1356;20250325.072;0;0;EIM000-2620;OP23
1355;20250325.066;0;0;EJM006-2520;OP23
1354;20250325.065;0;0;EJM006-2520;OP23
1351;20250325.058;0;0;EIM000-2520;OP23
1350;20250325.057;0;0;EIM000-2520;OP23
1349;20250325.055;0;0;EIM000-2520;OP23
1348;20250325.054;0;0;EIM000-2520;OP23
1347;20250325.052;0;0;EIM000-2520;OP23
1346;20250325.048;0;0;EIM000-2520;OP23
1345;20250325.033;0;0;EIM000-2520;OP23
1344;20250325.026;0;0;EIM000-2520;OP23
1343;20250325.021;0;0;EIM000-2520;OP23
1342;20250325.016;0;0;EIM000-2520;OP23
1341;20250325.015;0;0;EIM000-2520;OP23
1340;20250325.014;0;0;EIM000-2520;OP23
1339;20250325.013;0;0;EIM000-2520;OP23
1338;20250325.012;0;0;EIM000-2520;OP23
1337;20250325.011;0;0;EIM000-2520;OP23
1336;20250325.010;0;0;EIM000-2520;OP23
1335;20250325.009;0;0;EIM000-2520;OP23
1334;20250325.008;0;0;EIM000-2520;OP23
1333;20250320.083;0;0;EIM000-2520;OP23
1331;20250320.076;0;0;EIM000-2520;OP23
1330;20250320.073;0;0;EIM000-2520;OP23
1329;20250320.072;0;0;EIM000-2520;OP23
1328;20250320.069;0;0;EIM000-2520;OP23
1327;20250320.064;0;0;EIM000-2520;OP23
1326;20250320.063;0;0;EIM000-2520;OP23
1325;20250320.061;0;0;EIM000-2520;OP23
1324;20250320.060;0;0;EIM000-2520;OP23
1323;20250320.058;0;0;EIM000-2520;OP23
1322;20250320.057;0;0;EIM000-2520;OP23
1321;20250320.054;0;0;EIM000-2520;OP23
1320;20250320.045;0;0;KJM002-2600;OP23
1319;20250320.036;0;0;KJM002-2600;OP23
1318;20250319.087;0;0;EIM000-2620;OP23
1317;20250319.086;0;0;EIM000-2620;OP23
1316;20250319.085;0;0;EIM000-2620;OP23
1315;20250319.083;0;0;EIM000-2620;OP23
1314;20250319.081;0;0;EIM000-2620;OP23
1313;20250319.079;0;0;EIM000-2620;OP23
1312;20250319.078;0;0;EIM000-2620;OP23
1311;20250319.077;0;0;EIM000-2620;OP23
1310;20250319.076;0;0;EIM000-2620;OP23
1309;20250319.075;0;0;EIM000-2620;OP23
1308;20250319.074;0;0;EIM000-2620;OP23
1307;20250319.073;0;0;EIM000-2620;OP23
1306;20250319.072;0;0;EIM000-2620;OP23
1305;20250319.070;0;0;EIM000-2620;OP23
1304;20250319.069;0;0;EIM000-2620;OP23
1303;20250319.067;0;0;EIM000-2620;OP23
1302;20250319.065;0;0;EIM000-2620;OP23
1301;20250319.064;0;0;EIM000-2620;OP23
1300;20250319.063;0;0;EIM000-2620;OP23
1299;20250319.062;0;0;EIM000-2620;OP23
1298;20250319.026;0;0;KJM008-2620;OP23
1297;20250319.024;0;0;KJM008-2620;OP23
1296;20250318.070;0;0;EIM000-1800;OP23
1295;20250318.067;0;0;EIM000-1800;OP23
1291;20250318.063;0;0;EIM000-1800;OP23
1290;20250318.060;0;0;EIM000-1800;OP23
1289;20250318.059;0;0;EIM000-1800;OP23
1288;20250318.058;0;0;EIM000-1800;OP23
1287;20250318.042;0;0;KNM000-2620;OP23
1286;20250318.041;0;0;KNM000-2525;OP23
1285;20250318.037;0;0;KNM000-2620;OP23
1284;20250318.035;0;0;KNM000-2620;OP23
1283;20250318.024;0;0;KNM000-2525;OP23
1282;20250313.081;0;0;EIM000-2620;OP23
1281;20250313.078;0;0;EIM000-2620;OP23
1280;20250313.076;0;0;EIM000-2620;OP23
1279;20250313.074;0;0;EIM000-2620;OP23
1278;20250313.070;0;0;EIM000-2620;OP23
1277;20250313.068;0;0;EIM000-2620;OP23
1276;20250313.057;0;0;EIM000-2620;OP23
1275;20250313.054;0;0;EIM000-2620;OP23
1274;20250313.048;0;0;EIM000-2620;OP23
1273;20250313.046;0;0;EIM000-2620;OP23
1272;20250313.044;0;0;EIM000-2620;OP23
1270;20250313.040;0;0;EIM000-2620;OP23
1269;20250313.037;0;0;EIM000-2620;OP23
1268;20250313.036;0;0;EIM000-2620;OP23
1267;20250313.033;0;0;EIM000-2620;OP23
1266;20250313.031;0;0;EIM000-2620;OP23
1265;20250313.027;0;0;EIM000-2620;OP23
1264;20250313.026;0;0;EIM000-2620;OP23
1263;20250313.025;0;0;EIM000-2620;OP23
1262;20250313.022;0;0;EIM000-2620;OP23
1261;20250313.021;0;0;EIM000-2620;OP23
1252;20250313.011;0;0;EIM000-2520;OP23
1250;20250313.008;0;0;EIM000-2520;OP23
1249;20250312.121;0;0;FTM000-2620;OP23
1248;20250312.119;0;0;FTM000-2620;OP23
1247;20250312.117;0;0;FTM000-2620;OP23
1246;20250312.116;0;0;FTM000-2620;OP23
1245;20250312.114;0;0;FTM000-2620;OP23
1244;20250312.112;0;0;FTM000-2620;OP23
1243;20250312.107;0;0;FTM000-2620;OP23
1242;20250312.101;0;0;FTM000-2620;OP23
1241;20250312.099;0;0;FTM000-2620;OP23
1240;20250312.097;0;0;FTM000-2620;OP23
1239;20250312.089;0;0;FTM000-2620;OP23
1238;20250312.087;0;0;FTM000-2620;OP23
1237;20250312.075;0;0;FTM000-2620;OP23
1236;20250312.073;0;0;FTM000-2620;OP23
1235;20250312.072;0;0;FTM000-2620;OP23
1234;20250312.068;0;0;KJM008-2520;OP23
1233;20250312.067;0;0;KJM008-2520;OP23
1232;20250312.063;0;0;KJM008-2520;OP23
1231;20250312.061;0;0;KJM008-2620;OP23
1230;20250312.060;0;0;KJM008-2520;OP23
1229;20250312.058;0;0;KJM008-2620;OP23
1228;20250312.057;0;0;KJM008-2620;OP23
1227;20250312.056;0;0;KJM008-2520;OP23
1226;20250312.055;0;0;KJM008-2520;OP23
1225;20250312.054;0;0;KJM008-2620;OP23
1224;20250312.051;0;0;KJM008-2520;OP23
1223;20250312.050;0;0;KJM008-2520;OP23
1222;20250312.049;0;0;KJM008-2520;OP23
1221;20250312.048;0;0;KJM008-2620;OP23
1220;20250312.046;0;0;KJM008-2520;OP23
1219;20250312.042;0;0;KJM008-2520;OP23
1218;20250312.039;0;0;KJM008-2520;OP23
1217;20250312.033;0;0;KJM008-2520;OP23
1216;20250312.032;0;0;KJM008-2520;OP23
1215;20250312.020;0;0;KJM008-2520;OP23
1214;20250312.019;0;0;KJM008-2520;OP23
1213;20250311.081;0;0;KJM008-2620;OP23
1212;20250311.072;0;0;KJM008-2620;OP23
1211;20250311.071;0;0;KJM008-2620;OP23
1210;20250311.067;0;0;KJM008-2620;OP23
1209;20250311.064;0;0;KJM008-2620;OP23
1208;20250311.063;0;0;KJM008-2620;OP23
1207;20250306.100;0;0;EIM000-2520;OP23
1206;20250306.099;0;0;EIM000-2520;OP23
1205;20250306.098;0;0;EIM000-2520;OP23
1204;20250306.097;0;0;EIM000-2520;OP23
1203;20250306.092;0;0;EIM000-2520;OP23
1202;20250306.091;0;0;EIM000-2520;OP23
1201;20250306.087;0;0;EIM000-2520;OP23
1200;20250306.086;0;0;EIM000-2520;OP23
1199;20250306.084;0;0;EIM000-2520;OP23
1198;20250306.082;0;0;EIM000-2520;OP23
1197;20250306.079;0;0;EIM000-2520;OP23
1196;20250306.075;0;0;EIM000-2520;OP23
1195;20250306.069;0;0;EIM000-2520;OP23
1194;20250306.065;0;0;EIM000-2520;OP23
1193;20250306.063;0;0;EIM000-2620;OP23
1192;20250306.062;0;0;EIM000-2620;OP23
1191;20250306.061;0;0;EIM000-2620;OP23
1190;20250306.060;0;0;EIM000-2620;OP23
1189;20250306.059;0;0;EIM000-2620;OP23
1188;20250306.057;0;0;EIM000-2620;OP23
1187;20250306.056;0;0;EIM000-2620;OP23
1186;20250306.055;0;0;EIM000-2620;OP23
1185;20250306.054;0;0;EIM000-2620;OP23
1184;20250306.052;0;0;EIM000-2620;OP23
1183;20250306.051;0;0;EIM000-2620;OP23
1182;20250306.050;0;0;EIM000-2620;OP23
1181;20250306.049;0;0;EIM000-2620;OP23
1180;20250306.047;0;0;EIM000-2620;OP23
1179;20250306.046;0;0;EIM000-2620;OP23
1178;20250306.044;0;0;EIM000-2620;OP23
1177;20250306.043;0;0;EIM000-2620;OP23
1176;20250306.042;0;0;EIM000-2620;OP23
1175;20250306.040;0;0;EIM000-2620;OP23
1174;20250306.039;0;0;EIM000-2520;OP23
1173;20250306.038;0;0;EIM000-2520;OP23
1172;20250306.037;0;0;EIM000-2520;OP23
1171;20250306.036;0;0;EIM000-2520;OP23
1170;20250306.034;0;0;EIM000-2520;OP23
1169;20250306.033;0;0;EIM000-2520;OP23
1168;20250306.031;0;0;EIM000-2520;OP23
1167;20250306.029;0;0;EIM000-2520;OP23
1166;20250306.028;0;0;EIM000-2520;OP23
1165;20250306.027;0;0;EIM000-2520;OP23
1164;20250306.024;0;0;EIM000-2520;OP23
1154;20250305.077;0;0;KJM008-2520;OP23
1153;20250305.074;0;0;KJM008-2520;OP23
1152;20250305.071;0;0;KJM008-2620;OP23
1151;20250305.070;0;0;KJM008-2620;OP23
1150;20250305.068;0;0;KJM008-2620;OP23
1149;20250305.066;0;0;KJM008-2620;OP23
1148;20250305.062;0;0;KJM008-2620;OP23
1147;20250305.061;0;0;KJM008-2620;OP23
1146;20250305.059;0;0;KJM008-2620;OP23
1145;20250305.057;0;0;KJM008-2620;OP23
1144;20250305.056;0;0;KJM008-2620;OP23
1143;20250305.054;0;0;KJM008-2620;OP23
1142;20250305.051;0;0;KJM008-2620;OP23
1141;20250305.028;0;0;EIM000-2620;OP23
1140;20250305.027;0;0;EIM000-2620;OP23
1139;20250305.025;0;0;EIM000-2620;OP23
1138;20250305.024;0;0;EIM000-2620;OP23
1137;20250305.023;0;0;EIM000-2620;OP23
1136;20250305.022;0;0;EIM000-2620;OP23
1135;20250305.021;0;0;EIM000-2620;OP23
1134;20250305.019;0;0;EIM000-2620;OP23
1133;20250305.017;0;0;EIM000-2620;OP23
1132;20250305.016;0;0;EIM000-2620;OP23
1131;20250305.015;0;0;EIM000-2620;OP23
1130;20250305.012;0;0;EIM000-2620;OP23
1129;20250305.011;0;0;EIM000-2620;OP23
1128;20250305.006;0;0;EIM000-2620;OP23
1113;20250304.054;0;0;FMM002-2520;OP23
1112;20250304.052;0;0;FMM002-2520;OP23
1111;20250304.051;0;0;FMM002-2520;OP23
1110;20250304.049;0;0;FMM002-2520;OP23
1109;20250304.048;0;0;FMM002-2520;OP23
1108;20250304.046;0;0;FMM002-2620;OP23
1107;20250304.041;0;0;FMM002-2620;OP23
1106;20250304.040;0;0;FMM002-2620;OP23
1105;20250304.039;0;0;FMM002-2520;OP23
1104;20250304.035;0;0;FMM002-2520;OP23
1103;20250304.033;0;0;FMM002-2520;OP23
1102;20250304.032;0;0;FMM002-2520;OP23
1101;20250304.009;0;0;EJM008-2520;OP23
1100;20250304.007;0;0;EJM008-2520;OP23
1099;20250227.050;0;0;KJM008-2620;OP23
1098;20250227.048;0;0;KJM008-2620;OP23
1097;20250227.047;0;0;KJM008-2620;OP23
1096;20250227.045;0;0;KJM008-2620;OP23
1093;20250226.070;0;0;DBM000-2520;OP23
1086;20250226.055;0;0;DBM000-2520;OP23
1085;20250226.053;0;0;DBM000-2520;OP23
1084;20250226.052;0;0;DBM000-2520;OP23
1083;20250226.051;0;0;DBM000-2520;OP23
1082;20250226.050;0;0;DBM000-2520;OP23
1081;20250226.048;0;0;DBM000-2520;OP23
1080;20250226.046;0;0;DBM000-2520;OP23
1079;20250226.044;0;0;DBM000-2520;OP23
1078;20250226.042;0;0;DBM000-2520;OP23
1075;20250226.037;0;0;DBM000-2520;OP23
1074;20250226.036;0;0;DBM000-2520;OP23
1073;20250226.035;0;0;DBM000-2520;OP23
1072;20250226.034;0;0;DBM000-2520;OP23
1071;20250226.033;0;0;DBM000-2520;OP23
