;LP;campaign;configuration;dischargeID;plunge;V_limit_failure;V_limit_failure_yn;V_limit_change;R_limit_failure;R_limit_failure_yn;numberOfFailureIndicators;ne;std_ne;Te;std_Te
339;50209;OP22;KJM008+2520;20241120.055;10.6;0.023255813953488372;False;True;0.12322155748831129;True;2;;;;
383;50209;OP22;KJM008+2520;20241001.059;4.0;0.011627906976744186;False;True;0.1232022528411948;True;2;2.05e+18;1e+16;10.55;0.03
337;50209;OP22;KJM008+2520;20241120.055;3.6;0.010526315789473684;False;True;0.12318366936497561;True;2;;;;
450;50209;OP22;KJM008+2520;20241009.021;6.0;0.011494252873563218;False;True;0.1208465289297743;True;2;2.02e+18;0.0;6.84;0.03
357;50209;OP22;KJM008+2520;20241120.029;3.6;0.023529411764705882;False;True;0.12081887229012625;True;2;;;;
280;50209;OP22;FTM004+2520;20241022.051;4.0;0.01020408163265306;False;True;0.1206290192926045;True;2;;;;
123;50209;OP22;FTM004+2520;20241022.025;2.0;0.010526315789473684;False;True;0.11833903076613714;True;2;;;;
389;50209;OP22;KJM008+2520;20241017.047;2.0;0.011904761904761904;False;True;0.11817953231078702;True;2;;;;
313;50209;OP22;FTM004+2520;20241022.056;10.0;0.0;False;True;0.1159748427672956;True;2;;;;
581;50209;OP23;DBM000+2520;20250401.057;4.0;0.011494252873563218;False;True;0.11334037310806054;True;2;2.81e+18;1e+16;19.42;0.15
155;50209;OP22;FTM004+2520;20241022.020;3.0;0.02127659574468085;False;True;0.11333568086925902;True;2;;;;
211;50209;OP22;FTM004+2520;20241113.064;4.0;0.011363636363636364;False;True;0.11333568086925902;True;2;;;;
158;50209;OP22;FTM004+2520;20241022.016;2.0;0.011363636363636364;False;True;0.11082046380602646;True;2;;;;
544;50209;OP23;DBM000+2520;20250401.081;10.0;0.011494252873563218;False;True;0.11073116765563713;True;2;4.5e+18;2e+16;25.67;0.26
399;50209;OP22;KJM008+2520;20241017.005;1.0;0.011764705882352941;False;True;0.11061946902654868;True;2;;;;
66;50209;OP22;FTM004+2520;20241113.068;12.0;0.010869565217391304;False;True;0.11055856941932891;True;2;;;;
223;50209;OP22;FTM004+2520;20241022.008;2.0;0.010309278350515464;False;True;0.10830270379134989;True;2;;;;
441;50209;OP22;KJM008+2520;20241001.058;1.0;0.011764705882352941;False;True;0.10821683596500051;True;2;3.18e+18;1e+16;8.52;0.04
543;50209;OP23;DBM000+2520;20250401.081;7.0;0.021739130434782608;False;True;0.10818419465111602;True;2;6.51e+18;3e+16;27.16;0.31
